sku,product_name,brand,category1,category2,category3
P000004878,S-26 Ultima 1 Infant Formula Milk Powder 800g,Wyeth,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000003170,S-26 Gold SMA 1 Infant Formula Milk Powder 900g,Wyeth,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000001526,Smart Kid 3 - Growing Up Formula 900g,Snow Brand,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000000472,Smart Baby 2 - Follow-up Formula 900g,Snow Brand,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000000471,Smart Baby 1 - Infant Formula 900g,Snow Brand,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000002677,Profutura 4 Growing Up Formula 900g,Nutricia Aptamil,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000002676,Profutura 3 Growing Up Formula 900g,Nutricia Aptamil,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000002675,Profutura 2 Follow On Formula 900g,Nutricia Aptamil,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000002674,Profutura 1 Infant Formula 900g,Nutricia Aptamil,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000000916,Sensitive Pro-Relief Toothpaste 110g,Colgate,Personal care,Oral care,Toothpastes
P000001510,Smart Kid 4 - Children Formula 900g,Snow Brand,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000002947,Illuma Organic 3 Growing-up Formula Milk Powder 850g,Wyeth,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000002946,Illuma Organic 2 Follow-on Formula Milk Powder 850g,Wyeth,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000002951,Illuma Organic 1 Infant Formula Milk Powder 850g,Wyeth,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000002008,Illuma Luxa 4 Growing-up Formula Milk Powder 850g,Wyeth,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000001794,Illuma Luxa 3 Growing-up Formula Milk Powder 850g,Wyeth,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000001793,Illuma Luxa 2 Follow-on Formula Milk Powder 850g,Wyeth,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000001888,Illuma Luxa 1 Infant Formula Milk Powder 850g,Wyeth,Milk powder / Baby care,Infant formula / Growing-up formula,Infant formula / Follow-on formula / Toddler formula / Growing-up formula
P000002672,Triple Care Non Fat Milk Powder (Complete Formula) 750g,Quaker,Milk powder / Baby care,Adult milk powder,Low fat / Skimmed milk powder
P000001061,High Calcium Matrix Low Fat Milk Powder 1.7kg,Nestle Carnation,Milk powder / Baby care,Adult milk powder,Low fat / Skimmed milk powder
P000000884,High Calcium Matrix Low Fat Milk Powder 800g,Nestle Carnation,Milk powder / Baby care,Adult milk powder,Low fat / Skimmed milk powder
P000002673,Collagen Pearl Non Fat Milk Powder (Beauty Foundation Formula) 750g,Quaker,Milk powder / Baby care,Adult milk powder,Low fat / Skimmed milk powder
P000000869,Gold High Calcium Low Fat Milk Powder (51+ Years) - Can 800g,Anlene,Milk powder / Baby care,Adult milk powder,Senior formula
P000002671,Joint Care Milk Powder (Joints & Bone Total Formula) 750g,Quaker,Milk powder / Baby care,Adult milk powder,Senior formula
P000001685,Omega High Calcium Milk Powder 1.7kg,Nestle Carnation,Milk powder / Baby care,Adult milk powder,Senior formula
p000000607,Omega High Calcium Milk Powder 800g,Nestle Carnation,Milk powder / Baby care,Adult milk powder,Senior formula
P000002994,High Calcium Joint Low Fat Milk Powder 800g,Nestle Carnation,Milk powder / Baby care,Adult milk powder,Senior formula
P000000907,Hi-Calcium Milk Powder (Lower Fat) (50 Years+) 800g,Klim,Milk powder / Baby care,Adult milk powder,Senior formula
P000001072,Gold High Calcium Low Fat Milk Powder (51+ Years) - Can 1.7kg,Anlene,Milk powder / Baby care,Adult milk powder,Senior formula
P000001405,PregnaPro Materna Milk Powder 800g,Anmum,Milk powder / Baby care,Pregnant women's milk powder,Pregnant women's milk powder
P000001667,Similac Mom - Maternal Low Fat Formula 800g,Abbott,Milk powder / Baby care,Pregnant women's milk powder,Pregnant women's milk powder
P000003175,Pediasure Powder 3+ (Can) Vanilla Flavour 850g,Abbott,Milk powder / Baby care,Infant formula / Growing-up formula,Children's nutrition supplements
P000003030,Pediasure Powder 3+ (Can) Chocolate Flavour 850g,Abbott,Milk powder / Baby care,Infant formula / Growing-up formula,Children's nutrition supplements
P000001786,Frisomum Gold 900g,Friso,Milk powder / Baby care,Pregnant women's milk powder,Pregnant women's milk powder
P000003177,Pediasure Powder 1+ (Can) Vanilla Flavour 850g,Abbott,Milk powder / Baby care,Infant formula / Growing-up formula,Children's nutrition supplements
P000003130,ProJoint High Calcium Low Fat Milk Powder 800g,Anlene,Milk powder / Baby care,Adult milk powder,Low fat / Skimmed milk powder
P000000874,High Calcium Low Fat Milk Powder (19-50 Years) 1.7kg,Anlene,Milk powder / Baby care,Adult milk powder,Low fat / Skimmed milk powder
P000000870,High Calcium Low Fat Milk Powder (19-50 Years) 800g,Anlene,Milk powder / Baby care,Adult milk powder,Low fat / Skimmed milk powder
P000000932,Nespray Instant Milk Powder 2.2kg,Nestle,Milk powder / Baby care,Adult milk powder,Full cream milk powder
P000001018,Nespray Instant Milk Powder 800g,Nestle,Milk powder / Baby care,Adult milk powder,Full cream milk powder
P000002116,Instant Full Cream Milk Powder 900g,Dutch Lady,Milk powder / Baby care,Adult milk powder,Full cream milk powder
P000001005,Full Cream Milk Powder 900g,Anchor,Milk powder / Baby care,Adult milk powder,Full cream milk powder
P000002650,Feminine Wash (Normal Skin) 237mL,Summer's Eve,Personal care,Feminine care,Feminine washes
P000001483,Protecting Feminine Wash (Extra Protection) 250mL,Lactacyd,Personal care,Feminine care,Feminine washes
P000002651,Feminine Wash (Sensitive Skin) 237mL,Summer's Eve,Personal care,Feminine care,Feminine washes
P000002654,Tampons - Regular 16pcs,o.b.,Personal care,Feminine care,Sanitary tampons
P000002653,Tampons - Gentle Glide (9 Regular + 9 Super) 18pcs,Playtex,Personal care,Feminine care,Sanitary tampons
P000002798,Long-lasting Freshness Daily Feminine Wash (All-day Fresh) 250mL,Lactacyd,Personal care,Feminine care,Feminine washes
P000002987,Fresh Shampoo 400mL,50 Megumi,Personal care,Hair care,Shampoos
P000002975,Hair Fall Rescue Shampoo 680mL,Dove,Personal care,Hair care,Shampoos
P000002836,Daily Shine Shampoo 680mL,Dove,Personal care,Hair care,Shampoos
P000002983,Hair Blackening & Strengthening Shampoo with Chinese Herbal Extracts 1L,Bawang,Personal care,Hair care,Shampoos
P000003027,Nourishing Lavender Shampoo 325mL (11 fl oz),Avalon Organics,Personal care,Hair care,Shampoos
P000002988,Caffeine Shampoo C1 250mL,Alpecin,Personal care,Hair care,Shampoos
P000002279,Delicate Cottony Soft Pantyliners (Unscented) 40pcs,Whisper,Personal care,Feminine care,Sanitary pads
P000004484,PANTYLINER X 2 50 PC,SUREBUY,Personal care,Feminine care,Sanitary pads
P000002972,Always Radiant Flex Foam Pads 27cm 9pcs,Whisper,Personal care,Feminine care,Sanitary napkins
P000002973,Always Infinity Flex Foam Day Use Pads 24cm 10pcs,Whisper,Personal care,Feminine care,Sanitary napkins
P000004485,SANITARY NAPKIN X 2 20 PC,SUREBUY,Personal care,Feminine care,Sanitary napkins
P000003144,White Ultra Thin Wing Day/Night Use Pads 28cm 16pcs,Kotex,Personal care,Feminine care,Sanitary napkins
P000001591,White Pads 41cm 8pcs,Kotex,Personal care,Feminine care,Sanitary napkins
P000003143,Herbal Soft Ultra Thin Day Night Use Pads 28cm 12pcs,Kotex,Personal care,Feminine care,Sanitary napkins
P000001866,Day Use Ultra Pad 24cm 16pcs,Whisper,Personal care,Feminine care,Sanitary napkins
P000002376,Fresh pH5.5 Pantyliners 32pcs,Kotex,Personal care,Feminine care,Sanitary pads
P000002944,Fresh Breathable Pantyliners (Long) 40pcs,Kotex,Personal care,Feminine care,Sanitary pads
P000002374,Active Fit Pantyliners (Non-perfume) 40pcs,Kao Laurier,Personal care,Feminine care,Sanitary pads
P000002375,Active Fit Pantyliners (Fresh Floral Perfume) 40pcs,Kao Laurier,Personal care,Feminine care,Sanitary pads
P000001939,Super Absorb Long (Unscented) 40pcs,Carefree,Personal care,Feminine care,Sanitary pads
P000002594,Barely There Pantyliners (Unscented) 42pcs,Carefree,Personal care,Feminine care,Sanitary pads
P000003147,Sweet Sleep Wing Extra Long Night Use Pad 40cm 10pcs,Whisper,Personal care,Feminine care,Sanitary napkins
P000001842,Day Use / Night Use Slim Pad 28cm 12pcs,Whisper,Personal care,Feminine care,Sanitary napkins
P000003513,Herbal Soft Ultra Slim Day Night Use Pads 28cm 10pcs,Kotex,Personal care,Feminine care,Sanitary napkins
P000002837,Intensive Repair Shampoo 680mL,Dove,Personal care,Hair care,Shampoos
P000001527,"Light, Soft & Smooth Conditioner 750mL",VS Sassoon,Personal care,Hair care,Conditioners
P000003041,Nourishing Breakage Defense Conditioner 700mL,Kao Essential,Personal care,Hair care,Conditioners
P000002838,Intensive Repair Conditioner 660mL,Dove,Personal care,Hair care,Conditioners
P000002957,Pro-V Milky Treatment Conditioner 700mL,Pantene,Personal care,Hair care,Conditioners
P000001531,Moisturizing Treatment Repair Conditioner 750mL,VS Sassoon,Personal care,Hair care,Conditioners
P000004113,Premium Repair Mask 180g,Tsubaki,Personal care,Hair care,Hair treatment
P000004110,Premium Touch Hair Mask 230g,Shiseido Fino,Personal care,Hair care,Hair treatment
P000004107,Hair Loss Care Treatment 300mL,Ryo,Personal care,Hair care,Hair treatment
P000004114,One Minute Treatment 150mL,Opal,Personal care,Hair care,Hair treatment
P000004106,Extra Damage Repair Organic Argan Oil & Amino Keratin Hair Mask 150g,Moist Diane,Personal care,Hair care,Hair treatment
P000004108,1 minute Super Treatment (Intensive Repair) 180mL,Dove,Personal care,Hair care,Hair treatment
P000001528,Moisturizing Treatment Repair Shampoo 750mL,VS Sassoon,Personal care,Hair care,Shampoos
P000003040,Nourishing Breakage Defense Shampoo 700mL,Kao Essential,Personal care,Hair care,Shampoos
P000003039,Moisturizing Frizz-free Shampoo 700mL,Kao Essential,Personal care,Hair care,Shampoos
P000001925,Anti-Dandruff Shampoo (Silky Soft) 750mL,Head & Shoulders,Personal care,Hair care,Shampoos
P000001228,Anti-Dandruff Shampoo (Lemon) 750mL,Head & Shoulders,Personal care,Hair care,Shampoos
P000001757,Anti-Dandruff Shampoo (Cleansing) 750mL,Head & Shoulders,Personal care,Hair care,Shampoos
P000003509,Anti-Dandruff Shampoo (Anti-itchy) 750mL,Head & Shoulders,Personal care,Hair care,Shampoos
P000003327,Light Moisture & Purifying Shampoo 700mL,Dove,Personal care,Hair care,Shampoos
P000003190,Shampoo (Extra Moist & Shine) 450mL,Moist Diane,Personal care,Hair care,Shampoos
P000000203,Keratin Anti-dandruff Shampoo - Balanced Aqua Moisturising - for Normal Hair 720mL,Palmolive Optima,Personal care,Hair care,Shampoos
P000001525,"Light, Soft & Smooth Shampoo 750mL",VS Sassoon,Personal care,Hair care,Shampoos
P000002982,Pure Cleansing Shampoo 500g,Timotei,Personal care,Hair care,Shampoos
P000003512,Vitamin E Moisture Rich Shampoo 900mL,TRESemme,Personal care,Hair care,Shampoos
P000002984,Deep Cleansing Shampoo 900mL,TRESemme,Personal care,Hair care,Shampoos
P000002986,Pro-V Milky Treatment Shampoo 700mL,Pantene,Personal care,Hair care,Shampoos
P000003719,Olive Shampoo 490mL,Naturals by Watsons,Personal care,Hair care,Shampoos
P000000979,Original  Antiseptic Mouthwash 1L,Listerine,Personal care,Oral care,Mouthwashes
P000004903,Mint Mouthwash 300mL,Corsodyl,Personal care,Oral care,Mouthwashes
P000004902,Plax Peppermint Fresh Mouthwash 250mL,Colgate,Personal care,Oral care,Mouthwashes
P000004901,Peroxyl Mouthwash 236mL,Colgate,Personal care,Oral care,Mouthwashes
P000002686,Satin Floss (Mint) 50m,Oral-B,Personal care,Oral care,Floss
P000001656,Dental Floss - Waxed 50m,Johnson & Johnson Reach,Personal care,Oral care,Floss
P000003179,Mint Dental Floss 25m,Colgate,Personal care,Oral care,Floss
P000002714,Gargle & Mouth Wash 250mL,Betadine,Personal care,Oral care,Mouthwashes
P000004904,Total Care Mouthwash 250mL,Listerine,Personal care,Oral care,Mouthwashes
P000002780,Slim Soft Charcoal Toothbrush (Ultra Soft) 3pcs,Colgate,Personal care,Oral care,Toothbrushes
P000004908,Gum & Teeth Care Mouthwash 500mL,Oral-B,Personal care,Oral care,Mouthwashes
P000004907,Deep Cleansing Mouthwash 500mL,Oral-B,Personal care,Oral care,Mouthwashes
P000004906,Protect Mouthwash (Clear Herb Mint) 600mL,Nonio,Personal care,Oral care,Mouthwashes
P000003478,Light Herb Mint Mouthwash (Non-alcohol) 600mL,Nonio,Personal care,Oral care,Mouthwashes
P000004905,Total Care Zero Alcohol Mouthwash 500mL,Listerine,Personal care,Oral care,Mouthwashes
P000000180,Kids Toothpaste - Strawerry 40g,Darlie,Personal care,Oral care,Toothpastes
P000001865,Fresh'n Brite Toothpaste - Twin Pack 200g × 2,Darlie,Personal care,Oral care,Toothpastes
P000000226,Double Action Toothpaste 250g,Darlie,Personal care,Oral care,Toothpastes
P000001862,Double Action Toothpaste - Family Twin Pack 200g × 2,Darlie,Personal care,Oral care,Toothpastes
P000002681,Double Action Toothpaste 175g × 2,Darlie,Personal care,Oral care,Toothpastes
P000002684,Double Action Enamel Protect Toothpaste 200g x 3,Darlie,Personal care,Oral care,Toothpastes
P000002878,All Shiny White Toothpaste - Lime Mint 140g x 3,Darlie,Personal care,Oral care,Toothpastes
P000000953,Triple Action Toothpaste 200g,Colgate,Personal care,Oral care,Toothpastes
P000002679,Triple Action Toothpaste 175g x 3,Colgate,Personal care,Oral care,Toothpastes
P000000962,Total 12 hour - Professional Whitening Toothpaste 150g,Colgate,Personal care,Oral care,Toothpastes
P000002782,Expert Gum Care Toothbrush (Tapered Soft) 2pcs,Darlie,Personal care,Oral care,Toothbrushes
P000001758,Repair & Protect Toothpaste 100g,Sensodyne,Personal care,Oral care,Toothpastes
P000003047,Multi Care Toothpaste 120g,Sensodyne,Personal care,Oral care,Toothpastes
P000000816,Freshmint Toothpaste 120g,Sensodyne,Personal care,Oral care,Toothpastes
P000003508,Complete Protection Toothpaste 100g,Sensodyne,Personal care,Oral care,Toothpastes
P000002687,Extra Fresh Toothpaste 90g,Parodontax,Personal care,Oral care,Toothpastes
P000002688,Daily Fluoride Toothpaste 90g,Parodontax,Personal care,Oral care,Toothpastes
P000003479,Toothpaste - Clear Herb Mint 130g,Nonio,Personal care,Oral care,Toothpastes
P000004860,0-6 years Children Toothpaste 61g,Elmex,Personal care,Oral care,Toothpastes
P000003150,Herbal Soft Slim Night Use Pads 41cm 8pcs,Kotex,Personal care,Feminine care,Sanitary napkins
P000002784,Toothbrush (Compact Head - Super Soft - SS) 3pcs,Lion Systema,Personal care,Oral care,Toothbrushes
P000003141,Super Slim Guard (Extra Long Day Use) (Wing) Pads 25cm 16pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
P000002792,Super Slim Guard (Day/Night Use) (Wing) Pads 30cm 16pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
P000003023,Speed+ Safety Guard Ultra Slim Pad (Day Use) (Wing) 25cm 14pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
P000003207,Sleep Guard Night Use Slim Pads 30cm 8pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
P000002373,Super Slim Guard (Day Use) (Wing) Pads 22.5cm 20pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
P000003151,Super Slim Guard (Extra Long Night Use) (Wing) Pads 40cm 8pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
P000003337,Herbal Cool Day Night Use Pads 28cm 13pcs,Kotex,Personal care,Feminine care,Sanitary napkins
P000003336,Herbal Cool Day Use Pads 23cm 15pcs,Kotex,Personal care,Feminine care,Sanitary napkins
P000003339,Dreamate Night Use Pads 41cm 5pcs,Kotex,Personal care,Feminine care,Sanitary napkins
P000002841,Comfort Soft Ultra Thin Day Night Use Pads 28cm 13pcs,Kotex,Personal care,Feminine care,Sanitary napkins
P000002843,Comfort Soft Slim Night Use Pads 41cm 8pcs,Kotex,Personal care,Feminine care,Sanitary napkins
P000002842,Comfort Soft Slim Day Use Pads 23cm 12pcs,Kotex,Personal care,Feminine care,Sanitary napkins
P000003209,Sleep Guard Night Use Slim Pads (3D Gather) 40cm 8pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
P000003208,Sleep Guard Night Use Slim Pads (3D Gather) 35cm 8pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
P000003330,Anti-bacteria Ultra Slim (Day Use) (Wing) Pad 25cm 18pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
P000000724,Sanitary Napkin Pads (Regular Type) 48pcs,Annay,Personal care,Feminine care,Sanitary napkins
P000002822,Sonic Toothbrush - Regular Head (M),Lion Systema,Personal care,Oral care,Electric toothbrushes (alkaline Battery)
P000002823,Sonic Toothbrush - Compact Head (SS),Lion Systema,Personal care,Oral care,Electric toothbrushes (alkaline Battery)
P000002669,Precision Clean EB20-4 Electric Toothbrush Brushheads 4 pcs,Oral-B / Braun,Personal care,Oral care,Electric toothbrush brushheads
P000003325,Contura Soft Toothbrush (40) 4pcs,Oral-B,Personal care,Oral care,Toothbrushes
P000003326,Toothbrush (Regular Head - Super Soft - M) 3pcs,Lion Systema,Personal care,Oral care,Toothbrushes
P000003145,F Night Use Slim Extra Heavy Pads 40cm 7pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
P000003335,Anti-bacteria Ultra Slim (Night Use) (Wing) Pad 40cm 10pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
P000003334,Anti-bacteria Slim (Night Use) (Wing) Pad 40cm 8pcs,Kao Laurier,Personal care,Feminine care,Sanitary napkins
